posting_id,date_posted,job_title,normalized_role,role_family,company,industry,city,state,country,work_mode,experience_level,employment_type,salary_min,salary_max,salary_period,salary_currency,required_skills,preferred_skills,education_requirement,years_experience_required,remote_eligible,description_excerpt,recruiter_name,recruiter_email,recruiter_phone,source_type,source_record_id,synthetic_record
CP-00222,2026-07-22,Cybersecurity Analyst,Cybersecurity Analyst,Cybersecurity,Liberty Financial Tech,Cybersecurity,Boston,MA,United States,On-site,Mid Level,Full-time,108000.0,136000.0,year,USD,Communication | Cybersecurity | Incident Response | Linux | Networking | Python | SIEM,AWS | Azure | Git | Project Management | SQL,Bachelor's degree,3,False,Synthetic mid level opportunity in cybersecurity focused on Communication and collaborative problem solving.,Jordan Smith,jordan.smith27@example.com,(555) 555-0121,synthetic_job_board,SYN-20260722-00222,True
CP-00223,2026-03-30,Software Engineer,Software Engineer,Software Engineering,Sonoran Systems Lab,FinTech,Columbus,OH,United States,On-site,Internship,Internship,,,year,USD,AWS | Git | Java | Linux | Python | React | SQL,Azure | C++ | Communication | Docker,No degree specified,0,False,Synthetic internship opportunity in fintech focused on AWS and collaborative problem solving.,Parker Kim,parker.kim28@example.net,(555) 555-0122,synthetic_job_board,SYN-20260330-00223,True
CP-00224,2026-02-25,Cybersecurity Analyst,Cybersecurity Analyst,Cybersecurity,Summit Network Partners,Government Technology,San Diego,CA,United States,Remote,Associate,Contract,,,year,USD,AWS | Azure | Communication | Project Management | Python,AWS | Azure | Git | Project Management | SQL,Bachelor's degree preferred,2,True,Synthetic associate opportunity in government technology focused on AWS and collaborative problem solving.,Jordan Nguyen,jordan.nguyen29@example.org,(555) 555-0123,synthetic_job_board,SYN-20260225-00224,True
CP-00225,2026-02-20,Junior Data Analyst,Data Analyst,Data & Analytics,Peachtree Technology Group,Financial Services,Minneapolis,MN,United States,On-site,Internship,Internship,29000.0,37000.0,year,USD,Communication | Excel | Power BI | SQL | Tableau,AWS | Statistics,Associate degree,0,False,Synthetic internship opportunity in financial services focused on Communication and collaborative problem solving.,Morgan Lewis,morgan.lewis30@example.org,(555) 555-0124,synthetic_job_board,SYN-20260220-00225,True
CP-00226,2026-03-15,SOC Analyst,Cybersecurity Analyst,Cybersecurity,Rainier Cloud Group,Cybersecurity,Phoenix,AZ,United States,On-site,Entry Level,Full-time,60000.0,78000.0,year,USD,Communication | Cybersecurity | Incident Response | Linux | Networking | Python | SIEM,Git | Project Management | SQL,Bachelor's degree preferred,1,False,Synthetic entry level opportunity in cybersecurity focused on Communication and collaborative problem solving.,Jordan Kim,jordan.kim31@example.net,(555) 555-0125,synthetic_job_board,SYN-20260315-00226,True
CP-00227,2026-02-07,Backend Engineer,Software Engineer,Software Engineering,Rainier Cloud Group,HealthTech,Minneapolis,MN,United States,Remote,Entry Level,Full-time,70000.0,101000.0,year,USD,Communication | Git | Project Management | React | SQL,C++ | Communication | Docker | Project Management,Bachelor's degree,1,True,Synthetic entry level opportunity in healthtech focused on Communication and collaborative problem solving.,Morgan Brown,morgan.brown32@example.net,(555) 555-0126,synthetic_job_board,SYN-20260207-00227,True
CP-00228,2026-07-03,IT Support Specialist,IT Support Specialist,Information Technology,Keystone Energy Works,Managed Services,Columbus,OH,United States,Hybrid,Mid Level,Full-time,49000.0,66000.0,year,USD,Communication | Linux | Networking | Ticketing Systems | Windows,Cybersecurity | Project Management,Bachelor's degree,6,True,Synthetic mid level opportunity in managed services focused on Communication and collaborative problem solving.,Morgan Kim,morgan.kim33@example.com,(555) 555-0127,synthetic_job_board,SYN-20260703-00228,True
CP-00229,2026-06-21,Information Security Analyst,Cybersecurity Analyst,Cybersecurity,Cascade Secure Systems,Cloud Services,Chicago,IL,United States,Remote,Internship,Internship,35000.0,49000.0,year,USD,Communication | Git | Incident Response | Project Management,AWS | Project Management,High school diploma,0,True,Synthetic internship opportunity in cloud services focused on Communication and collaborative problem solving.,Casey Patel,casey.patel34@example.org,(555) 555-0128,synthetic_job_board,SYN-20260621-00229,True
CP-00230,2026-06-20,Business Data Analyst,Data Analyst,Data & Analytics,Blue Ridge Analytics,Financial Services,Boston,MA,United States,Remote,Internship,Internship,,,year,USD,AWS | Azure | Communication | Project Management | Tableau,AWS | Git | Project Management | Statistics,Bachelor's degree,0,True,Synthetic internship opportunity in financial services focused on AWS and collaborative problem solving.,Skyler Garcia,skyler.garcia35@example.net,(555) 555-0129,synthetic_job_board,SYN-20260620-00230,True
CP-00231,2026-02-23,Application Developer,Software Engineer,Software Engineering,Rainier Cloud Group,FinTech,Raleigh,NC,United States,On-site,Associate,Full-time,93000.0,111000.0,year,USD,JavaScript | Python | React | SQL,Azure | C++ | Communication | Docker | Project Management,Associate degree,3,False,Synthetic associate opportunity in fintech focused on JavaScript and collaborative problem solving.,Riley Martin,riley.martin36@example.net,(919) 555-0130,synthetic_job_board,SYN-20260223-00231,True
CP-00232,2026-05-20,Power Systems Engineer,Electrical Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Robotics,Denver,CO,United States,On-site,Entry Level,Full-time,,,year,USD,AutoCAD | C++ | Circuit Design | Communication | MATLAB | Python,Arduino | Embedded C | Git | LabVIEW | Project Management,Bachelor's degree preferred,2,False,Synthetic entry level opportunity in robotics focused on AutoCAD and collaborative problem solving.,Skyler Lee,skyler.lee37@example.org,(555) 555-0131,synthetic_job_board,SYN-20260520-00232,True
CP-00233,2026-03-08,Security Operations Analyst,Cybersecurity Analyst,Cybersecurity,Potomac Digital Services,Cloud Services,Atlanta,GA,United States,Remote,Internship,Internship,34000.0,49000.0,year,USD,AWS | Azure | Git | Incident Response | Linux | Python | SIEM,AWS | Azure | Git | Project Management | SQL,No degree specified,0,True,Synthetic internship opportunity in cloud services focused on AWS and collaborative problem solving.,Jordan Lee,jordan.lee38@example.net,(555) 555-0132,synthetic_job_board,SYN-20260308-00233,True
CP-00234,2026-06-10,Junior Web Developer,Junior Developer,Software Engineering,Potomac Digital Services,Software,San Diego,CA,United States,Hybrid,Entry Level,Full-time,46000.0,62000.0,year,USD,Communication | Git | HTML/CSS | JavaScript | React | SQL,AWS | Java | Project Management,Bachelor's degree preferred,1,True,Synthetic entry level opportunity in software focused on Communication and collaborative problem solving.,Quinn Patel,quinn.patel39@example.net,,synthetic_job_board,SYN-20260610-00234,True
CP-00235,2026-05-15,Reporting Analyst,Data Analyst,Data & Analytics,Great Lakes Data Cooperative,Financial Services,Raleigh,NC,United States,Hybrid,Internship,Internship,27000.0,36000.0,year,USD,Communication | Excel | Power BI | Python | Tableau,Project Management | Statistics,Bachelor's degree,0,True,Synthetic internship opportunity in financial services focused on Communication and collaborative problem solving.,Taylor Garcia,taylor.garcia40@example.net,(919) 555-0134,synthetic_job_board,SYN-20260515-00235,True
CP-00236,2026-03-15,Data Analyst,Data Analyst,Data & Analytics,Orchard Education Labs,Retail,Baltimore,MD,United States,Remote,Mid Level,Full-time,65000.0,79000.0,year,USD,AWS | Communication | Data Visualization | Power BI | SQL,AWS | Git | Project Management | Statistics,Bachelor's degree,3,True,Synthetic mid level opportunity in retail focused on AWS and collaborative problem solving.,Parker Wilson,parker.wilson41@example.org,(410) 555-0135,synthetic_job_board,SYN-20260315-00236,True
CP-00237,2026-02-24,SOC Analyst,Cybersecurity Analyst,Cybersecurity,Cascade Secure Systems,Cloud Services,Portland,OR,United States,Remote,Internship,Internship,,,year,USD,Communication | Cybersecurity | Linux | Networking | Python,AWS | Git | Project Management | SQL,Bachelor's degree,0,True,Synthetic internship opportunity in cloud services focused on Communication and collaborative problem solving.,Riley Clark,riley.clark42@example.com,(555) 555-0136,synthetic_job_board,SYN-20260224-00237,True
CP-00238,2026-07-28,Product Data Analyst,Product Analyst,Data & Analytics,Front Range Controls,Consumer Technology,Austin,TX,United States,Remote,Associate,Full-time,66000.0,80000.0,year,USD,Data Visualization | Excel | Git | Product Analytics | Project Management | Python,JavaScript | Power BI | Statistics,Bachelor's degree,2,True,Synthetic associate opportunity in consumer technology focused on Data Visualization and collaborative problem solving.,Skyler Clark,skyler.clark43@example.org,(512) 555-0137,synthetic_job_board,SYN-20260728-00238,True
CP-00239,2026-05-22,Associate Product Analyst,Product Analyst,Data & Analytics,Sonoran Systems Lab,FinTech,Boston,MA,United States,Hybrid,Internship,Internship,,,year,USD,Communication | Data Visualization | Excel | Product Analytics | Python | SQL,JavaScript | Power BI | Project Management | Statistics | Tableau,Associate degree,0,True,Synthetic internship opportunity in fintech focused on Communication and collaborative problem solving.,Taylor Wilson,taylor.wilson44@example.net,(555) 555-0138,synthetic_job_board,SYN-20260522-00239,True
CP-00240,2026-06-14,Product Data Analyst,Product Analyst,Data & Analytics,Redwood Product Studio,Consumer Technology,Austin,TX,United States,Hybrid,Associate,Full-time,77000.0,101000.0,year,USD,Data Visualization | Excel | Product Analytics | SQL,Project Management | Statistics | Tableau,Bachelor's degree,2,True,Synthetic associate opportunity in consumer technology focused on Data Visualization and collaborative problem solving.,Quinn Smith,quinn.smith45@example.org,(512) 555-0139,synthetic_job_board,SYN-20260614-00240,True
CP-00241,2026-04-18,Product Analyst,Product Analyst,Data & Analytics,Great Lakes Data Cooperative,E-commerce,Columbus,OH,United States,Hybrid,Mid Level,Full-time,75000.0,95000.0,year,USD,Communication | Data Visualization | Excel | Product Analytics | Python | SQL,JavaScript | Power BI | Project Management | Statistics | Tableau,Bachelor's degree,4,True,Synthetic mid level opportunity in e-commerce focused on Communication and collaborative problem solving.,Quinn Lewis,quinn.lewis46@example.org,(555) 555-0140,synthetic_job_board,SYN-20260418-00241,True
CP-00242,2026-02-11,IoT Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Pioneer Aerospace Works,Automotive,Portland,OR,United States,On-site,Mid Level,Full-time,97000.0,119000.0,year,USD,Arduino | Circuit Design | Embedded C | Git | Linux | Microcontrollers,Altium | Communication | MATLAB | Python | RTOS,Bachelor's degree preferred,3,False,Synthetic mid level opportunity in automotive focused on Arduino and collaborative problem solving.,Drew Brown,drew.brown47@example.net,(555) 555-0141,synthetic_job_board,SYN-20260211-00242,True
CP-00243,2026-07-26,Backend Engineer,Software Engineer,Software Engineering,Great Lakes Data Cooperative,HealthTech,San Diego,CA,United States,Hybrid,Entry Level,Full-time,,,year,USD,AWS | Java | JavaScript | Linux | Python | SQL,C++ | Communication | Docker,Bachelor's degree,1,True,Synthetic entry level opportunity in healthtech focused on AWS and collaborative problem solving.,Cameron Nguyen,cameron.nguyen48@example.org,(555) 555-0142,synthetic_job_board,SYN-20260726-00243,True
CP-00244,2026-04-24,Firmware Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Sonoran Systems Lab,Automotive,Baltimore,MD,United States,Hybrid,Entry Level,Full-time,70000.0,87000.0,year,USD,Arduino | C++ | Circuit Design | Embedded C,Altium | Communication | RTOS,Bachelor's degree,0,True,Synthetic entry level opportunity in automotive focused on Arduino and collaborative problem solving.,Jordan Garcia,jordan.garcia49@example.com,(410) 555-0143,synthetic_job_board,SYN-20260424-00244,True
CP-00245,2026-06-28,Data Analyst,Data Analyst,Data & Analytics,Liberty Financial Tech,Financial Services,Salt Lake City,UT,United States,Remote,Senior,Full-time,102000.0,128000.0,year,USD,AWS | Communication | Git | Power BI | Project Management | Tableau,AWS | Git | Project Management | Statistics,No degree specified,8,True,Synthetic senior opportunity in financial services focused on AWS and collaborative problem solving.,Avery Martin,avery.martin50@example.com,(555) 555-0144,synthetic_job_board,SYN-20260628-00245,True
CP-00246,2026-07-22,Application Developer,Software Engineer,Software Engineering,Northstar Robotics,Software,Austin,TX,United States,Hybrid,Mid Level,Full-time,99000.0,136000.0,year,USD,Git | Java | JavaScript | Linux | Python | SQL,Azure | C++,Bachelor's degree,3,True,Synthetic mid level opportunity in software focused on Git and collaborative problem solving.,Drew Lee,drew.lee51@example.org,(512) 555-0145,synthetic_job_board,SYN-20260722-00246,True
CP-00247,2026-03-21,Automation Engineer,Automation Engineer,Electrical & Hardware Engineering,Front Range Controls,Advanced Manufacturing,Seattle,WA,United States,Hybrid,Entry Level,Full-time,64000.0,88000.0,year,USD,AutoCAD | Communication | MATLAB | PLC | Python,Arduino | Git | Robotics | SQL,High school diploma,0,True,Synthetic entry level opportunity in advanced manufacturing focused on AutoCAD and collaborative problem solving.,Skyler Garcia,skyler.garcia52@example.net,(206) 555-0146,synthetic_job_board,SYN-20260321-00247,True
CP-00248,2026-07-27,PLC Engineer,Automation Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Food Production,Seattle,WA,United States,On-site,Entry Level,Full-time,65000.0,80000.0,year,USD,Control Systems | MATLAB | PLC | Python,Git | Project Management | Robotics | SQL,Bachelor's degree,2,False,Synthetic entry level opportunity in food production focused on Control Systems and collaborative problem solving.,Drew Lee,drew.lee53@example.org,(206) 555-0147,synthetic_job_board,SYN-20260727-00248,True
CP-00249,2026-06-10,SOC Analyst,Cybersecurity Analyst,Cybersecurity,Cascade Secure Systems,Financial Services,Portland,OR,United States,On-site,Associate,Full-time,73000.0,97000.0,year,USD,Cybersecurity | Incident Response | Linux | Networking | Python | SIEM,Azure | Git | Project Management | SQL,Bachelor's degree,3,False,Synthetic associate opportunity in financial services focused on Cybersecurity and collaborative problem solving.,Parker Davis,parker.davis54@example.com,(555) 555-0148,synthetic_job_board,SYN-20260610-00249,True
